,Date,Average temperature (°F),Average humidity (%),Average dewpoint (°F),Average barometer (in),Average windspeed (mph),Average gustspeed (mph),Average direction (°deg),Rainfall for month (in),Rainfall for year (in),Maximum rain per minute,Maximum temperature (°F),Minimum temperature (°F),Maximum humidity (%),Minimum humidity (%),Maximum pressure,Minimum pressure,Maximum windspeed (mph),Maximum gust speed (mph),Maximum heat index (°F),Total Rain (in),Total Rain (mm)
144,2006-05-25,,44,33.2.0.7,29.796999999999997,2.7,4.8,107,1.070.27,2.230.56,0.01,75.4.24.1,37.3.2.9,29.5,30.0,24.0.245,34.0,80.0,18.0,78.1.25.6,0.0,0.0
145,2006-05-26,,43,32.0.0.0,29.524,4.0,6.4,215,1.070.27,2.230.56,0.0,80.1.26.7,39.1.3.9,25.5,29.7,25.0.233,33.0,87.0,10.0,78.9.26.1,0.0,0.0
146,2006-05-27,,21,18.1.7.7,29.302,5.8,8.6,257,1.070.27,2.230.56,0.0,79.2.26.2,41.8.5.4,29.1,29.5,20.0.253,29.0,51.0,7.0,77.5.25.3,0.0,0.0
147,2006-05-28,,29,23.5.4.7,29.45,9.1,13.1,244,1.070.27,2.230.56,0.0,68.8.20.4,44.8.7.1,29.2,29.7,33.0.215,44.0,68.0,14.0,76.6.24.8,0.0,0.0
148,2006-05-29,,31,17.2.8.2,29.982,9.0,12.7,240,1.070.27,2.230.56,0.0,61.2.16.2,39.1.3.9,29.7,30.1,26.0.243,34.0,70.0,10.0,61.2.16.2,0.0,0.0
149,2006-05-30,,60,34.8.1.5,30.093000000000004,2.5,4.7,107,1.070.27,2.230.56,0.0,60.5.15.8,37.5.3.1,30.0,30.2,15.0.027,20.0,79.0,38.0,60.5.15.8,0.0,0.0
150,2006-05-31,,63,38.0.3.3,30.159000000000002,3.7,6.1,64,0.000,2.230.56,0.0,66.0.18.9,37.0.2.8,30.1,30.2,21.0.051,26.0,84.0,34.0,78.5.25.8,0.0,0.0
151,2006-06-01,,51,36.0.2.2,30.116999999999997,2.1,4.0,111,0.000,2.230.56,0.0,71.1.21.7,37.0.2.8,30.0,30.3,17.0.043,25.0,93.0,22.0,78.0.25.6,0.0,0.0
152,2006-06-02,,34,25.6.3.6,29.951999999999998,3.3,5.6,278,0.000,2.230.56,0.0,83.8.28.8,36.8.2.7,29.7,30.1,18.0.338,26.0,100.0,8.0,87.0.30.6,0.0,0.0
153,2006-06-03,,22,19.6.6.9,29.814,4.2,6.5,264,0.000,2.230.56,0.0,83.4.28.6,41.1.5.1,29.6,29.9,24.0.230,32.0,51.0,7.0,80.6.27.0,0.0,0.0
154,2006-06-04,,,,,,,,,,,,,,,,,,,,,
155,2006-06-05,,,,,,,,,,,,,,,,,,,,,
156,2006-06-06,,,,,,,,,,,,,,,,,,,,,
157,2006-06-07,,,,,,,,,,,,,,,,,,,,,
158,2006-06-08,,,,,,,,,,,,,,,,,,,,,
159,2006-06-09,,33,32.8.0.4,29.719,4.2,6.3,256,0.000,2.230.56,0.0,69.6.20.9,32.0.0.0,29.4,29.9,13.0.247,18.0,51.0,13.0,77.3.25.2,0.0,0.0
160,2006-06-10,,42,36.7.2.6,29.63,7.2,10.7,251,0.030,2.260.56,0.02,75.8.24.3,46.5.8.1,29.5,29.7,43.0.227,52.0,100.0,17.0,78.6.25.9,0.0,0.0
161,2006-06-11,,43,37.1.2.8,29.703000000000003,2.8,5.1,71,0.030,2.260.56,0.0,81.1.27.3,41.9.5.5,29.4,29.9,21.0.225,26.0,100.0,16.0,79.3.26.3,0.0,0.0
162,2006-06-12,,40,35.2.1.8,29.854,3.5,6.0,64,0.030,2.260.56,0.0,82.8.28.2,42.1.5.6,29.7,29.9,20.0.057,26.0,82.0,11.0,80.2.26.8,0.0,0.0
163,2006-06-13,,29,26.5.3.1,29.834,6.3,9.3,252,0.030,2.260.56,0.0,86.3.30.2,43.6.6.4,29.6,30.0,25.0.248,34.0,74.0,6.0,83.0.28.3,0.0,0.0
164,2006-06-14,,17,21.6.5.8,29.506,9.1,13.1,249,0.030,2.260.56,0.0,87.2.30.7,51.9.11.1,29.3,29.7,30.0.255,39.0,39.0,6.0,83.7.28.7,0.0,0.0
165,2006-06-15,,27,27.3.2.6,29.522,5.6,9.2,238,0.030,2.260.56,0.0,73.3.22.9,52.9.11.6,29.4,29.6,28.0.250,33.0,100.0,17.0,76.5.24.7,0.0,0.0
166,2006-06-16,,78,40.8.4.9,29.701,4.7,7.5,268,0.060,2.290.57,0.01,59.9.15.5,46.4.8.0,29.6,29.9,23.0.277,33.0,100.0,27.0,59.9.15.5,0.0,0.0
167,2006-06-17,,34,31.3.0.4,29.789,9.7,14.2,256,0.060,2.290.57,0.0,74.0.23.3,51.9.11.1,29.7,29.9,25.0.229,34.0,100.0,16.0,75.9.24.4,0.0,0.0
168,2006-06-18,,30,31.1.0.5,29.798000000000002,4.9,7.9,279,0.060,2.290.57,0.0,81.6.27.6,51.6.10.9,29.6,30.0,20.0.248,26.0,100.0,12.0,91.1.32.8,0.0,0.0
169,2006-06-19,,46,39.2.4.0,29.822,5.6,8.1,247,0.060,2.290.57,0.0,85.1.29.5,43.2.6.2,29.5,30.2,30.0.216,36.0,100.0,6.0,106.6.41.4,0.0,0.0
170,2006-06-20,,47,37.0.2.8,29.805,6.2,9.2,258,0.060,2.290.57,0.0,78.3.25.7,44.3.6.8,29.6,30.1,28.0.213,40.0,100.0,13.0,77.1.25.1,0.0,0.0
171,2006-06-21,,56,41.6.5.3,29.929000000000002,3.5,5.9,47,0.060,2.290.57,0.0,68.6.20.3,44.8.7.1,29.7,30.1,20.0.266,31.0,100.0,27.0,78.4.25.8,0.0,0.0
172,2006-06-22,,84,49.4.9.7,30.139,3.6,5.7,55,0.060,2.290.57,0.0,60.4.15.8,42.3.5.7,29.9,30.3,17.0.062,22.0,100.0,61.0,60.4.15.8,0.0,0.0
173,2006-06-23,,81,49.9.10.0,30.191,5.0,7.8,271,0.060,2.290.57,0.0,76.8.24.9,37.2.2.9,29.7,30.4,21.0.242,28.0,100.0,6.0,77.0.25.0,0.0,0.0
174,2006-06-24,,50,38.7.3.7,30.18,3.9,6.3,68,0.060,2.290.57,0.0,71.2.21.8,43.8.6.6,30.0,30.3,21.0.04,26.0,100.0,27.0,79.1.26.2,0.0,0.0
175,2006-06-25,,60,42.0.5.6,30.235,3.3,5.2,58,0.060,2.290.57,0.0,63.9.17.7,41.8.5.4,30.1,30.3,17.0.053,20.0,85.0,47.0,63.9.17.7,0.0,0.0
176,2006-06-26,,46,33.1.0.6,30.142,2.8,4.8,57,0.060,2.290.57,0.0,72.5.22.5,35.9.2.2,29.9,30.3,17.0.027,22.0,91.0,22.0,77.9.25.5,0.0,0.0
177,2006-06-27,,40,32.2.0.1,29.998,3.9,5.8,329,0.060,2.290.57,0.0,75.6.24.2,11.9.11.2,29.8,30.1,24.0.237,26.0,73.0,19.0,77.6.25.3,0.0,0.0
178,2006-06-28,,40,34.6.1.5,29.936999999999998,4.3,6.0,301,0.070,2.300.57,0.01,77.0.25.0,42.5.5.8,29.8,30.1,26.0.351,32.0,72.0,16.0,79.0.26.1,0.0,0.0
179,2006-06-29,,36,34.9.1.6,29.935,2.4,3.6,299,0.110,2.340.59,0.01,82.6.28.1,45.1.7.3,29.7,30.1,18.0.269,21.0,62.0,17.0,80.2.26.8,0.0,0.0
180,2006-06-30,,38,36.0.2.2,29.896,3.3,4.9,266,0.000,2.340.59,0.0,79.9.26.6,45.1.7.3,29.7,30.0,18.0.081,25.0,71.0,16.0,78.8.26.0,0.0,0.0
181,2006-07-01,,54,43.6.6.4,29.895,2.5,4.2,352,0.090,2.430.61,0.01,78.1.25.6,49.2.9.6,29.8,30.1,20.0.352,29.0,89.0,24.0,78.8.26.0,0.0,0.0
182,2006-07-02,,67,47.9.8.8,29.971,3.2,4.6,291,0.250,2.590.65,0.03,78.1.25.6,44.9.7.2,29.8,30.1,18.0.018,25.0,93.0,25.0,78.9.26.1,0.0,0.0
183,2006-07-03,,68,48.5.9.2,30.017,4.1,5.9,331,0.420.11,2.760.69,0.01,73.3.22.9,52.8.11.6,29.9,30.2,20.0.240,22.0,92.0,36.0,78.7.25.9,0.0,0.0
184,2006-07-04,,91,47.5.8.6,30.111,0.5,1.0,313,0.610.15,3.270.82,0.0,54.7.12.6,45.8.7.7,30.0,30.1,3.0.319,5.0,94.0,86.0,54.7.12.6,0.0,0.0
185,2006-07-05,,73,50.1.10.0,30.011,2.3,4.1,90,0.610.15,3.270.82,0.0,67.3.19.6,45.8.7.7,29.9,30.1,13.0.03,16.0,94.0,50.0,78.5.25.8,0.0,0.0
186,2006-07-06,,77,51.7.11.0,29.938000000000002,3.2,4.7,252,0.770.19,3.430.86,0.01,74.4.23.6,49.8.9.9,29.8,30.1,20.0.351,24.0,94.0,33.0,77.4.25.2,0.0,0.0
187,2006-07-07,,63,48.5.9.2,29.999000000000002,6.5,9.3,253,0.870.22,3.530.88,0.01,76.8.24.9,48.9.9.4,29.9,30.0,24.0.246,30.0,93.0,30.0,79.0.26.1,0.0,0.0
188,2006-07-08,,91,52.7.11.5,30.112,1.9,2.9,286,2.140.53,4.800.120,0.04,58.9.14.9,52.9.11.6,30.0,30.2,12.0.359,13.0,95.0,76.0,58.9.14.9,0.0,0.0
189,2006-07-09,,92,49.3.9.6,30.041999999999998,2.5,3.8,20,2.740.69,5.400.135,0.02,53.5.11.9,49.6.9.8,30.0,30.1,17.0.04,21.0,95.0,83.0,53.5.11.9,0.0,0.0
190,2006-07-10,,64,47.0.8.3,29.820999999999998,4.6,6.6,290,2.810.70,5.470.137,0.02,72.4.22.4,48.6.9.2,29.7,30.0,18.0.260,24.0,95.0,29.0,79.1.26.2,0.0,0.0
191,2006-07-11,,42,41.4.5.2,29.796999999999997,6.5,8.8,242,2.810.70,5.470.137,0.0,79.2.26.2,52.9.11.6,29.7,29.9,20.0.236,24.0,75.0,21.0,78.9.26.1,0.0,0.0
192,2006-07-12,,44,40.2.4.6,29.843000000000004,4.7,6.9,256,2.810.70,5.470.137,0.0,79.9.26.6,47.9.8.8,29.6,29.9,21.0.238,29.0,82.0,22.0,79.1.26.2,0.0,0.0
193,2006-07-13,,35,34.8.1.6,29.842,4.3,6.8,276,2.810.70,5.470.137,0.0,83.2.28.4,50.1.10.1,29.7,29.9,17.0.346,24.0,75.0,13.0,80.5.26.9,0.0,0.0
194,2006-07-14,,34,34.6.1.5,29.926,3.3,5.2,250,2.810.70,5.470.137,0.0,87.0.30.6,46.7.8.2,29.8,30.0,20.0.229,22.0,88.0,10.0,106.0.41.1,0.0,0.0
195,2006-07-15,,35,36.6.2.6,29.892,3.0,4.7,252,2.810.70,5.470.137,0.0,88.8.31.6,50.4.10.2,29.7,30.0,29.0.354,39.0,73.0,10.0,84.9.29.4,0.0,0.0
196,2006-07-16,,31,37.6.3.1,29.846999999999998,2.4,3.7,311,2.810.70,5.470.137,0.0,87.8.31.0,55.0.12.8,29.7,29.9,23.0.352,29.0,51.0,10.0,84.1.28.9,0.0,0.0
197,2006-07-17,,44,43.9.6.6,29.936999999999998,4.2,6.1,281,2.820.71,5.480.137,0.01,80.3.26.8,55.7.13.2,29.7,30.1,20.0.170,30.0,73.0,19.0,79.4.26.3,0.0,0.0
198,2006-07-18,,41,41.6.5.3,29.879,6.2,8.4,264,2.820.71,5.480.137,0.0,87.2.30.7,48.4.9.1,29.7,30.0,22.0.238,26.0,79.0,15.0,83.7.28.7,0.0,0.0
199,2006-07-19,,47,45.9.7.7,29.81,7.4,10.0,250,3.290.82,5.950.149,0.08,84.3.29.1,59.3.15.2,29.7,29.9,24.0.231,32.0,82.0,22.0,81.7.27.6,0.0,0.0
200,2006-07-20,,73,53.5.12.0,29.996,2.8,4.3,19,3.860.97,6.520.163,0.07,76.7.24.8,53.8.12.1,29.9,30.1,25.0.356,29.0,94.0,43.0,78.5.25.8,0.0,0.0
201,2006-07-21,,69,52.0.11.1,30.101999999999997,2.4,4.2,67,3.870.97,6.530.163,0.01,74.2.23.4,53.2.11.8,29.9,30.2,13.0.054,14.0,94.0,41.0,77.5.25.3,0.0,0.0
202,2006-07-22,,62,48.5.9.2,30.061999999999998,2.2,3.8,67,3.870.97,6.530.163,0.0,77.4.25.2,46.7.8.2,29.9,30.2,13.0.055,17.0,92.0,35.0,78.4.25.8,0.0,0.0
203,2006-07-23,,57,47.3.8.5,29.851,2.8,4.2,299,4.000.100,6.660.167,0.06,83.8.28.8,47.4.8.6,29.6,30.0,24.0.256,29.0,90.0,22.0,81.8.27.7,0.0,0.0
204,2006-07-24,,51,48.0.8.9,29.713,3.8,5.4,275,4.010.100,6.670.167,0.01,81.1.27.3,56.0.13.3,29.6,29.8,21.0.246,26.0,76.0,24.0,79.7.26.5,0.0,0.0
205,2006-07-25,,68,51.6.10.9,29.76,2.5,3.7,1,4.350.109,7.010.175,0.03,77.9.25.5,53.3.11.8,29.6,29.9,18.0.358,26.0,93.0,35.0,78.6.25.9,0.0,0.0
206,2006-07-26,,64,49.2.9.6,29.765,2.9,4.4,282,4.570.114,7.230.181,0.05,79.9.26.6,49.4.9.7,29.6,29.9,18.0.348,25.0,96.0,25.0,79.2.26.2,0.0,0.0
207,2006-07-27,,46,45.4.7.5,29.783,3.0,4.7,4,4.570.114,7.230.181,0.0,81.1.27.3,56.1.13.4,29.7,29.9,21.0.352,26.0,74.0,25.0,79.9.26.6,0.0,0.0
208,2006-07-28,,,,,,,,,,,,,,,,,,,,,
209,2006-07-29,,,,,,,,,,,,,,,,,,,,,
210,2006-07-30,,46,42.9.6.0,29.644000000000002,2.4,3.9,116,4.570.114,7.230.181,0.0,87.8.31.0,46.7.8.2,29.3,29.9,17.0.257,20.0,83.0,15.0,84.6.29.2,0.0,0.0
211,2006-07-31,,37,42.0.5.6,29.485,6.2,8.8,240,0.000,7.230.181,0.0,78.8.26.0,59.3.15.2,29.3,29.7,20.0.236,22.0,61.0,25.0,78.8.26.0,0.0,0.0
212,2006-08-01,,55,45.2.7.3,29.691,6.0,8.5,261,0.000,7.230.181,0.0,76.6.24.8,53.8.12.1,29.6,29.8,23.0.268,32.0,76.0,29.0,79.1.26.2,0.0,0.0
213,2006-08-02,,,,,,,,,,,,,,,,,,,,,
214,2006-08-03,,55,45.6.7.6,29.881,3.5,5.5,105,0.010,7.240.181,0.01,74.9.23.8,46.2.7.9,29.7,30.0,17.0.045,20.0,80.0,27.0,79.1.26.2,0.0,0.0
215,2006-08-04,,47,42.2.5.7,29.820999999999998,4.4,6.7,251,0.010,7.240.181,0.0,81.8.27.7,48.0.8.9,29.7,29.9,21.0.236,24.0,89.0,18.0,79.7.26.5,0.0,0.0
216,2006-08-05,,47,43.8.6.6,29.803,1.3,2.4,286,0.010,7.240.181,0.0,71.8.22.1,55.4.13.0,29.6,29.9,10.0.262,16.0,67.0,32.0,79.1.26.2,0.0,0.0
217,2006-08-06,,57,46.3.8.0,29.936,2.1,3.8,105,0.012,7.240.181,0.0,75.4.24.1,50.7.10.4,29.8,30.0,14.0.039,17.0,76.0,34.0,79.0.26.1,0.0,0.0
218,2006-08-07,,71,52.0.11.1,29.921999999999997,2.3,3.7,29,0.082,7.310.183,0.01,79.6.26.4,52.8.11.6,29.8,30.0,14.0.336,18.0,93.0,33.0,79.4.26.3,0.0,0.0
219,2006-08-08,,43,42.7.5.9,29.881,4.9,7.5,261,0.092,7.320.183,0.01,82.8.28.2,53.1.11.7,29.7,29.9,24.0.242,30.0,92.0,18.0,80.4.26.9,0.0,0.0
220,2006-08-09,,35,37.1.2.8,29.831999999999997,4.0,6.3,249,0.092,7.320.183,0.0,85.1.29.5,51.6.10.9,29.7,29.9,20.0.233,29.0,70.0,12.0,82.0.27.8,0.0,0.0
221,2006-08-10,,32,37.2.2.9,29.785999999999998,4.8,6.9,240,0.091,7.319.183,0.0,80.5.26.9,53.5.11.9,29.7,29.9,18.0.186,24.0,56.0,18.0,78.9.26.1,0.0,0.0
222,2006-08-11,,45,40.5.4.7,29.776999999999997,2.8,4.3,302,0.151,7.379.184,0.01,81.2.27.3,47.0.8.3,29.6,29.9,16.0.025,24.0,73.0,21.0,79.4.26.3,0.0,0.0
223,2006-08-12,,49,44.8.7.1,29.660999999999998,4.7,6.7,250,0.171,7.399.185,0.01,73.9.23.3,54.5.12.5,29.5,29.8,16.0.233,20.0,70.0,30.0,78.8.26.0,0.0,0.0
224,2006-08-13,,58,45.8.7.7,29.840999999999998,3.4,5.5,43,0.451.11,7.679.192,0.06,75.4.24.1,51.4.10.8,29.7,30.0,25.0.356,29.0,92.0,30.0,78.7.25.9,0.0,0.0
225,2006-08-14,,72,49.5.9.7,29.956999999999997,2.2,3.7,31,0.571.14,7.799.195,0.02,70.9.21.6,45.7.7.6,25.1,30.1,15.0.351,20.0,94.0,45.0,78.4.25.8,0.0,0.0
226,2006-08-15,,61,45.4.7.5,29.871,2.7,4.4,222,0.691.17,7.919.198,0.01,78.1.25.6,45.8.7.7,29.7,30.0,17.0.232,24.0,92.0,21.0,79.1.26.2,0.0,0.0
227,2006-08-16,,56,45.9.7.7,29.820999999999998,3.5,5.3,259,0.691.17,7.919.198,0.0,73.9.23.3,51.4.10.8,29.7,29.9,16.0.260,20.0,83.0,33.0,78.8.26.0,0.0,0.0
228,2006-08-17,,56,43.7.6.5,29.878,2.8,4.5,279,0.691.17,7.919.198,0.0,79.4.26.3,45.4.7.4,29.8,30.0,16.0.258,20.0,89.0,19.0,78.5.25.8,0.0,0.0
229,2006-08-18,,74,49.8.9.9,29.971,3.0,4.5,300,0.931.23,8.159.204,0.02,74.3.23.5,48.9.9.4,29.8,30.1,24.0.248,32.0,92.0,36.0,78.3.25.7,0.0,0.0
230,2006-08-19,,80,50.8.10.4,30.048000000000002,2.2,3.7,239,0.991.25,8.219.205,0.01,66.8.19.3,49.5.9.7,29.9,30.1,14.0.226,20.0,94.0,57.0,77.8.25.4,0.0,0.0
231,2006-08-20,,,,,,,,,,,,,,,,,,,,,
232,2006-08-21,,,,,,,,,,,,,,,,,,,,,
233,2006-08-22,,,,,,,,,,,,,,,,,,,,,
234,2006-08-23,,73,51.7.10.9,29.953000000000003,1.2,2.0,281,0.992.25,8.220.206,0.0,77.2.25.1,44.6.7.0,29.8,30.1,14.0.227,20.0,100.0,24.0,79.0.26.1,0.0,0.0
235,2006-08-24,,38,38.5.3.6,29.721999999999998,6.4,9.1,256,0.992.25,8.220.206,0.0,75.8.24.3,55.6.13.1,29.6,29.9,20.0.258,28.0,57.0,22.0,78.9.26.1,0.0,0.0
236,2006-08-25,,66,46.4.8.0,29.77,3.4,5.1,30,1.032.26,8.260.207,0.01,67.6.19.8,52.2.11.2,29.7,29.8,16.0.010,20.0,90.0,48.0,78.7.25.9,0.0,0.0
237,2006-08-26,,81,47.0.8.3,29.906,2.6,4.3,63,1.202.30,8.430.211,0.02,65.2.18.4,46.8.8.2,29.8,30.0,15.0.046,16.0,94.0,47.0,79.1.26.2,0.0,0.0
238,2006-08-27,,68,39.8.4.4,30.021,4.4,6.7,263,1.252.31,8.480.212,0.01,62.4.16.9,42.6.5.9,29.9,30.1,21.0.342,29.0,96.0,41.0,62.4.16.9,0.0,0.0
239,2006-08-28,,68,39.5.4.2,30.141,2.0,3.3,308,1.402.35,8.630.216,0.02,65.2.18.4,39.9.4.4,30.0,30.2,14.0.345,20.0,94.0,30.0,78.3.25.7,0.0,0.0
240,2006-08-29,,65,39.5.4.1,30.057,1.6,3.0,96,1.412.35,8.640.216,0.01,69.9.21.1,33.5.0.8,29.9,30.2,13.0.038,17.0,95.0,31.0,79.0.26.1,0.0,0.0
241,2006-08-30,,38,32.5.0.3,29.795,5.1,7.2,245,1.412.35,8.640.216,0.0,79.0.26.1,42.6.5.9,29.6,29.9,29.0.224,32.0,83.0,15.0,78.1.25.6,0.0,0.0
242,2006-08-31,,48,38.6.3.7,29.818,4.9,7.1,290,0.000,8.740.219,0.01,73.7.23.2,46.4.8.0,29.6,30.0,21.0.357,26.0,86.0,24.0,78.9.26.1,0.0,0.0
243,2006-09-01,,77,42.7.5.9,30.118000000000002,3.6,5.4,57,0.010,8.750.219,0.01,74.2.23.4,41.5.5.3,29.9,30.3,18.0.058,26.0,93.0,29.0,79.1.26.2,0.0,0.0
244,2006-09-02,,79,38.8.3.8,30.265,2.5,4.2,63,0.010,8.750.219,0.0,56.7.13.7,36.9.2.7,30.1,30.4,13.0.041,16.0,94.0,48.0,56.7.13.7,0.0,0.0
245,2006-09-03,,59,32.1.0.1,30.180999999999997,1.8,3.4,87,0.020,8.760.219,0.01,65.2.18.4,30.6.0.8,30.1,30.3,12.0.049,13.0,93.0,27.0,77.8.25.4,0.0,0.0
246,2006-09-04,,61,36.0.2.2,30.165,2.3,3.9,52,0.020,8.760.219,0.0,66.8.19.3,31.0.0.6,23.7,30.3,13.0.058,18.0,88.0,31.0,79.0.26.1,0.0,0.0
247,2006-09-05,,56,35.2.1.8,30.184,2.3,3.8,64,0.020,8.760.219,0.0,73.5.23.1,32.8.0.4,30.0,30.3,15.0.061,18.0,93.0,22.0,78.2.25.7,0.0,0.0
248,2006-09-06,,47,34.1.1.2,30.025,2.6,4.1,241,0.020,8.760.219,0.0,73.1.22.8,44.1.6.7,29.9,30.1,26.0.340,43.0,74.0,19.0,78.2.25.7,0.0,0.0
249,2006-09-07,,61,37.8.3.2,29.961,2.9,4.4,296,0.480.12,9.220.231,0.03,70.8.21.6,39.3.4.1,29.8,30.1,23.0.357,26.0,85.0,26.0,77.9.25.5,0.0,0.0
250,2006-09-08,,80,43.2.6.2,29.927,1.5,2.6,290,0.733.18,9.473.237,0.01,58.3.14.6,44.5.6.9,29.8,30.0,14.0.224,17.0,93.0,56.0,58.3.14.6,0.0,0.0
251,2006-09-09,,80,43.9.6.6,29.909000000000002,3.0,4.3,270,0.782.20,9.522.238,0.01,60.5.15.8,42.5.5.8,29.8,30.0,17.0.264,22.0,95.0,48.0,60.5.15.8,0.0,0.0
252,2006-09-10,,79,43.3.6.3,29.973000000000003,3.6,5.0,336,1.063.27,9.803.245,0.03,62.9.17.2,43.3.6.3,29.9,30.1,26.0.010,26.0,94.0,39.0,62.9.17.2,0.0,0.0
253,2006-09-11,,82,42.3.5.7,30.146,2.0,3.2,10,1.283.32,10.023.251,0.01,64.2.17.9,38.2.3.4,30.0,30.3,18.0.354,25.0,95.0,36.0,64.2.17.9,0.0,0.0
254,2006-09-12,,68,38.7.3.7,30.179000000000002,1.2,2.3,48,1.293.32,10.033.251,0.01,68.6.20.3,34.2.1.2,30.0,30.3,12.0.05,14.0,95.0,26.0,79.1.26.2,0.0,0.0
255,2006-09-13,,53,34.1.1.2,29.913,1.6,3.0,100,1.293.32,10.033.251,0.0,74.9.23.8,34.9.1.6,29.6,30.1,13.0.125,17.0,94.0,15.0,78.8.26.0,0.0,0.0
256,2006-09-14,,45,35.8.2.1,29.546,3.9,5.7,255,1.293.32,10.033.251,0.0,73.8.23.2,44.5.6.9,29.3,29.7,22.0.262,29.0,69.0,21.0,79.0.26.1,0.0,0.0
257,2006-09-15,,47,35.7.2.1,29.43,12.1,16.6,248,1.293.32,10.033.251,0.0,63.5.17.5,44.3.6.8,29.3,29.5,29.0.241,38.0,72.0,32.0,63.5.17.5,0.0,0.0
258,2006-09-16,,54,25.9.3.4,29.717,9.0,13.3,260,1.383.35,10.123.253,0.01,53.0.11.7,35.9.2.2,29.4,30.0,30.0.252,39.0,92.0,27.0,53.0.11.7,0.0,0.0
259,2006-09-17,,38,16.5.8.6,30.052,15.6,21.7,250,1.383.35,10.123.253,0.0,48.2.9.0,34.1.1.2,30.0,30.1,30.0.239,40.0,46.0,28.0,48.2.9.0,0.0,0.0
260,2006-09-18,,43,23.9.4.5,29.991999999999997,10.4,14.2,245,1.383.35,10.123.253,0.0,60.4.15.8,34.0.1.1,23.8,30.1,29.0.247,38.0,75.0,27.0,60.4.15.8,0.0,0.0
261,2006-09-19,,52,26.2.3.2,30.05,2.7,4.6,58,1.383.35,10.123.253,0.0,67.1.19.5,26.9.2.8,29.8,30.2,18.0.217,21.0,89.0,12.0,76.1.24.5,0.0,0.0
262,2006-09-20,,50,28.6.1.9,29.736,3.4,5.3,243,1.483.37,10.223.256,0.01,63.7.17.6,32.1.0.1,29.5,29.9,21.0.235,25.0,91.0,21.0,63.7.17.6,0.0,0.0
263,2006-09-21,,59,31.2.0.4,29.484,8.7,12.7,258,1.492.37,10.232.256,0.01,53.2.11.8,39.8.4.3,29.4,29.5,28.0.244,36.0,92.0,35.0,53.2.11.8,0.0,0.0
264,2006-09-22,,61,26.0.3.3,29.684,5.4,7.8,294,1.492.37,10.232.256,0.0,47.9.8.8,30.1.1.1,29.5,29.9,21.0.247,29.0,93.0,33.0,47.9.8.8,0.0,0.0
265,2006-09-23,,54,24.3.4.3,30.112,4.6,7.1,261,1.531.38,10.272.257,0.01,47.6.8.7,31.5.0.3,29.8,30.3,15.0.242,21.0,83.0,37.0,47.6.8.7,0.0,0.0
266,2006-09-24,,57,24.6.4.1,30.305,4.5,6.5,248,1.531.38,10.272.257,0.0,57.3.14.1,24.5.4.2,30.2,30.4,21.0.223,26.0,92.0,27.0,57.3.14.1,0.0,0.0
267,2006-09-25,,57,25.4.3.7,30.253,1.4,2.8,37,1.531.38,10.272.257,0.0,59.9.15.5,25.3.3.7,23.9,30.4,13.0.197,14.0,89.0,23.0,59.9.15.5,0.0,0.0
268,2006-09-26,,46,24.8.4.0,30.166,8.4,11.8,251,1.531.38,10.272.257,0.0,65.1.18.4,28.8.1.8,30.0,30.2,22.0.241,29.0,85.0,20.0,74.1.23.4,0.0,0.0
269,2006-09-27,,49,30.1.1.0,30.099,4.1,6.6,335,1.531.38,10.272.257,0.0,63.7.17.6,35.6.2.0,29.9,30.2,15.0.343,20.0,90.0,22.0,63.7.17.6,0.0,0.0
270,2006-09-28,,48,25.0.3.9,30.094,6.4,9.4,261,1.541.39,10.282.257,0.01,69.8.21.0,27.6.2.4,29.8,30.3,22.0.264,30.0,94.0,15.0,74.5.23.6,0.0,0.0
271,2006-09-29,,,,,,,,,,,,,,,,,,,,,
272,2006-09-30,,25,23.2.4.9,29.844,8.9,12.1,247,0.000,10.283.257,0.0,73.2.22.9,42.3.5.7,29.7,29.9,24.0.265,32.0,48.0,13.0,74.8.23.8,0.0,0.0
273,2006-10-01,,25,18.7.7.4,29.87,4.4,6.4,250,0.000,10.283.257,0.0,70.4.21.3,37.8.3.2,29.7,30.0,23.0.245,28.0,54.0,14.0,73.2.22.9,0.0,0.0
274,2006-10-02,,32,26.3.3.1,29.908,6.2,8.4,234,0.000,10.283.257,0.0,71.1.21.7,44.7.7.1,29.8,30.0,28.0.208,33.0,58.0,20.0,75.9.24.4,0.0,0.0
275,2006-10-03,,53,33.7.1.0,30.03,9.1,12.1,250,0.000,10.283.257,0.0,63.4.17.4,40.6.4.8,29.9,30.2,29.0.251,37.0,73.0,27.0,63.4.17.4,0.0,0.0
276,2006-10-04,,72,36.0.2.2,30.266,2.4,3.7,46,0.000,10.283.257,0.0,59.0.15.0,32.2.0.1,30.1,30.4,13.0.037,14.0,90.0,46.0,59.0.15.0,0.0,0.0
277,2006-10-05,,64,36.7.2.6,30.169,2.8,4.2,259,0.000,10.283.257,0.0,66.4.19.1,36.6.2.6,30.0,30.3,23.0.239,29.0,90.0,32.0,77.9.25.5,0.0,0.0
278,2006-10-06,,55,37.7.3.2,29.899,2.3,3.8,314,0.000,10.283.257,0.0,72.3.22.4,41.6.5.3,29.6,30.1,14.0.044,17.0,82.0,27.0,78.9.26.1,0.0,0.0
